"WIND","IND","RAIN","T.MAX","IND.2","T.MIN.G"
9.25,0.000,0,14.1,0.000,-4
8.12,0.000,0,14.9,0.000,9.4
3.79,0.250,3.5,13.5,0.000,8.6
3.88,0.000,0,16.1,0.000,10.5
8.46,0.000,2.6,16.5,0.000,3.5
6.5,0.000,0.9,9.4,0.000,7.5
7.67,0.000,1.3,11,0.000,-2.9
18.29,0.000,4.8,13.4,0.000,0.4
15.54,0.000,0.2,7.9,0.000,1.9
15.83,0.000,0.1,8.3,0.000,0.5
10.17,1.000,0,8,0.000,-0.5
7.67,1.000,0,5.8,0.333,-7.3
8.63,0.000,0.2,5.9,0.333,-7.6
6.71,0.000,0.1,6,0.333,-5
9.25,1.000,0,3.3,0.333,-12
10.88,0.000,2,9.4,0.333,-9
14.5,0.000,0.6,8.8,0.000,3.8
18.91,0.000,0.3,9,0.000,2.5
9.96,0.000,0,8,0.000,0.5
10.83,1.000,0,6.2,0.333,-4
6.71,0.000,0.1,4.5,0.333,-7.2
11.75,0.000,0,6.8,0.333,-8.5
7.87,0.000,0,9.5,0.000,-0.4
15.96,0.000,1,11,0.000,4.1
15,0.000,0,8.9,0.000,0.7
18.29,1.000,0,10,0.000,2.6
5.37,0.000,0.1,7.5,0.000,-3.2
13.25,0.000,1,11.2,0.000,-2.4
19.38,0.250,3.7,11.5,0.000,4.3
21.71,0.000,3.4,10.6,0.000,2
12.87,0.250,0.4,7.8,0.000,2.2
15.29,0.000,0,7.8,0.000,2.1
6.87,0.250,0.3,5.7,0.333,-8
13.37,0.250,1.5,8.5,0.333,-6
17.5,0.250,2.7,8.7,0.000,-0.2
16.92,0.250,1,13.9,0.000,1.6
19.08,0.000,0,15,0.000,6.5
14.54,0.000,0,11.9,0.000,7.3
13.88,0.250,2,11.7,0.000,6
17.71,0.000,0,12.2,0.000,9.2
15.71,0.000,0,13,0.000,6
5.29,0.000,0,12.9,0.000,-1.3
2.13,0.250,0.1,8,0.333,-6
2.08,0.000,0,8.5,0.333,-0.9
2.62,0.000,0,7.7,0.000,-0.6
8.96,0.250,0.6,8,0.000,-2.6
9.71,0.250,1.2,9.8,0.333,-11.6
11.08,0.250,2.3,9.9,0.000,6.5
5.88,0.000,0.1,9.1,0.000,-5
7.83,0.250,1.2,11.4,0.000,-0.9
10.67,1.000,0,11.9,0.000,7.1
13.54,1.000,0,12,0.000,10
13.25,0.000,1,12.4,0.000,9
5.33,0.000,0.9,11.5,0.000,7.3
4.5,0.000,0,11.4,0.000,7.4
2.71,0.000,0,9.9,0.000,1.6
5.79,0.000,0,8.5,0.000,3.5
5.63,0.000,0,8.5,0.000,-2.6
2.67,0.000,0,8.1,0.000,5.4
3.13,0.000,0,8.2,0.000,4.4
8.29,0.000,0,7,0.000,5.6
11.58,1.000,0,7.1,0.000,4.7
17.41,0.250,1.3,7.6,0.000,4.4
10,0.250,3,7.5,0.000,5.5
22.04,0.000,0.2,6.6,0.000,3.2
7.92,1.000,0,5.6,0.333,-5.5
4.5,0.000,0.2,2.4,0.333,-9.5
12.17,0.000,0.4,8.2,0.333,-11.5
11.12,0.000,0.5,5.3,0.000,3.2
14.71,0.250,0.1,5.3,0.000,-2
11.29,0.250,1.4,11.6,0.333,-7.9
9.54,0.000,0,13.3,0.000,5.6
12.83,0.000,0.3,12.5,0.000,7
16.71,0.250,4,9.8,0.000,2.5
13.08,1.000,0,10.6,0.000,6.3
9.59,0.000,0.9,9.9,0.000,6
14.71,0.000,0.7,7.8,0.000,1.5
11.08,0.000,2.6,8.7,0.000,-1.6
8,0.000,0.1,10.5,0.000,2.9
4.25,0.000,0.2,12.4,0.000,6.8
6.34,0.000,0,10,0.000,6.5
9.67,0.250,0,9.5,0.000,6.7
13.42,0.250,0,9.6,0.000,4
12.71,0.000,3,10.6,0.000,7.6
14.09,0.000,0.1,6.2,0.000,-1.9
14.71,0.000,0.9,6.4,0.000,-1
18.5,0.000,4.4,10,0.000,0
24.21,0.000,1.8,6.2,0.000,3
16.88,0.000,0.5,3.5,0.333,-3
10.88,0.000,4.2,2.5,0.333,-4.5
7.92,0.000,5.5,4.8,0.333,-5
3.88,0.000,0,5.6,0.333,-9
2.79,0.000,0,8.6,0.333,-4.9
9.08,0.000,0.2,9.4,0.000,-3.3
12,0.000,0,11.9,0.000,3.6
11.58,0.000,0.2,12,0.000,4
13.13,0.000,0.9,10.9,0.000,6.7
17.83,0.000,0,8.3,0.000,1.4
16.38,0.000,0.2,7,0.000,-0.5
9.13,0.000,0,7.5,0.000,-0.5
3.17,0.250,0,5.3,0.333,-0.3
4.58,0.000,0.2,10.3,0.000,2.6
13.54,0.000,1.1,9.7,0.000,4.7
14.83,0.000,0.3,10.9,0.000,-1.4
7.46,0.000,4.6,11,0.000,7.4
8.71,0.000,0,10.8,0.000,6.2
7.71,0.000,1.7,9,0.000,-3.8
13.13,0.000,0,9.5,0.000,-0.6
6.58,0.000,0,9.5,0.333,-8.3
5.21,0.000,0,10.6,0.333,-6.5
6.46,0.000,0,10.8,0.333,-9
3.79,0.000,0,9.8,0.333,-8.5
3.04,0.000,0,9.4,0.333,-8
6.58,0.000,0,9.5,0.000,2.9
3.5,0.000,0,9.2,0.000,-6.5
4.54,0.000,0,8.3,0.000,1.5
2.92,0.000,0,7.4,0.000,4
3.17,0.000,0,9,0.000,2.5
4.92,0.000,0,11.7,0.000,-2.9
6.96,0.000,0,13,0.000,-0.6
3.67,0.000,0,11.5,0.000,-5.1
3.83,0.000,0,11.1,0.333,-8.5
7.12,0.000,0,15,0.333,-6.9
9,0.000,0,17,0.000,-7.4
8.38,1.000,0,15.7,0.000,-4.5
16.38,1.000,0,13.3,0.000,5.5
13.75,0.000,1.8,9.8,0.000,4.5
8.21,0.000,0,9.5,0.333,-7.6
11.25,0.000,3.1,10.3,0.000,3.5
9.79,0.000,0,11.5,0.000,0.7
12.17,0.000,1.4,12.5,0.000,-1
14.12,0.000,0,10.4,0.000,4
18.88,0.000,0.1,11.8,0.000,1.8
17.41,0.000,0.5,7.2,0.000,1.5
12.21,0.000,3.6,11.7,0.333,-3.3
21.54,0.000,1.6,14.5,0.000,5
17,1.000,0,10.5,0.000,3.4
18.08,0.000,0.2,9.8,0.000,3.4
11.46,0.000,2.8,9.6,0.000,-1.5
12.04,0.000,0.9,8.4,0.000,-2.3
8,1.000,0,7.6,0.333,-4.5
9,0.000,0.2,10,0.000,-1
10.04,0.000,2.3,10,0.000,4.3
10.75,0.000,0.4,11.7,0.000,5.5
8.08,1.000,0,12,0.000,3.9
8.54,1.000,0,12,0.000,5
6.63,0.000,0,16.1,0.000,2.9
8.46,0.000,0,15.7,0.000,2.7
8.71,0.000,0,14.6,0.000,0
12.96,0.000,0,14.4,0.000,7.9
9.08,0.000,0,10.5,0.000,4.5
12.96,0.000,2.3,11.7,0.000,0.5
11.71,0.000,2,11,0.000,4.3
14.37,0.000,3.3,9.1,0.000,0.4
20.17,0.000,1.5,11.1,0.000,3
15.54,0.000,0,11.5,0.000,4.9
5.04,0.000,0,12.9,0.000,3
3.79,0.000,0,14.1,0.000,-2
1.75,0.000,0,11,0.000,4.5
5.58,0.000,3.6,9.3,0.000,1
6.63,0.000,3.2,8,0.333,-5.5
8.12,0.000,0.6,11.4,0.000,-0.2
10.58,0.000,0.4,13.5,0.000,-0.2
10.92,0.000,3.2,14,0.000,5.1
9,0.000,2.2,13.8,0.000,4.1
12.38,0.000,0.6,13.3,0.000,2.6
12.87,0.000,0,13,0.000,5.3
14.5,0.000,3.4,14.2,0.000,8.4
17.16,0.000,1,12.2,0.000,2
11.12,0.000,0,13.3,0.000,0.5
14,0.000,1.8,15,0.000,6.1
7.96,0.000,0.3,13.7,0.000,8
3.29,0.000,0,12.2,0.000,-2.9
4.08,0.000,0,12.4,0.000,-2.7
9.13,0.000,0,15,0.000,-1.9
14.29,0.000,2.4,15.9,0.000,5.2
12.92,0.000,4.7,14.1,0.000,7.8
6.54,1.000,0,16.4,0.000,8.4
8.54,0.000,5.4,15.5,0.000,7.1
5.46,0.250,0,17.9,0.000,4.5
4.75,0.250,5.5,18.6,0.000,8
5.09,0.000,0.6,20.7,0.000,10
2.25,0.000,0.6,16.2,0.000,8.5
4.83,0.000,0,16.8,0.000,9.6
2.96,0.000,1.7,17,0.000,3.9
9.21,0.000,0.5,18,0.000,9
8,0.000,0,14.5,0.000,7
8.12,0.000,0,16.1,0.000,2
8.58,0.000,1.8,15.5,0.000,6.4
6.87,1.000,0,16.6,0.000,6.9
3.17,0.000,0,17.5,0.000,1.9
3.71,0.000,0,19.6,0.000,3
3.21,0.000,0,20.3,0.000,5.5
1.04,0.000,0,19.6,0.000,6
6.63,0.000,0.3,20.2,0.000,8.4
14.79,0.000,0.2,20.2,0.000,11.9
10,1.000,0,17.2,0.000,11.6
9.67,1.000,0,19.5,0.000,11
13.75,0.000,1.2,19.4,0.000,9.5
11.04,1.000,0,16.2,0.000,2.6
5.37,0.000,0,20.3,0.000,-1.1
8.17,0.000,0,21.9,0.000,1.9
9.04,1.000,0,21,0.000,13
11.21,0.000,0,20.2,0.000,13.1
10,0.000,0.4,18,0.000,7.5
10.88,0.000,0,18,0.000,6.5
3.04,0.000,0,19.7,0.000,3.2
2.75,0.000,0,22,0.000,7.4
4.5,0.000,0,20,0.000,8
2.71,0.000,0,17.1,0.000,7
2.54,0.000,1.5,18.3,0.000,10
3.63,0.000,0,16.7,0.000,10
2.67,0.000,0,19.1,0.000,4
5.96,0.000,0,21.8,0.000,6.8
13.21,0.000,0,21.2,0.000,12.5
12.79,0.000,0,21,0.000,15.1
6,1.000,0,19.7,0.000,1.4
9.38,0.000,1.6,22.4,0.000,11.5
3.58,0.000,0.9,19.9,0.000,12.7
5.91,0.000,0.1,24,0.000,2.4
6.42,0.000,0.2,16.6,0.000,12
4.33,0.000,0,18.7,0.000,1.5
4.08,0.000,0,18.6,0.000,6.1
5.5,0.000,0.2,17.8,0.000,1
10,0.000,0.8,20.7,0.000,13.2
10.92,0.000,0,18.4,0.000,12.5
5.54,0.000,0.5,20,0.000,11
5.63,0.000,5.4,18.5,0.000,13.5
5.09,0.000,5.6,16.5,0.000,9
17.92,0.000,1.6,20.5,0.000,14.1
7.54,0.000,0.3,19,0.000,11.2
6.58,0.000,3.9,16.6,0.000,9.6
12.12,0.000,0.2,18.4,0.000,12
10.5,0.000,4.1,17.8,0.000,7.6
8.38,0.000,2.8,15.9,0.000,11.1
8.33,0.000,3.6,16.1,0.000,3.2
7,1.000,0,15.6,0.000,8.4
1.42,1.000,0,14.9,0.000,5.6
4.79,0.000,0,19.2,0.000,3.8
6.29,0.000,0,16,0.000,5
4.71,0.000,0,20.6,0.000,10.1
2.37,0.000,0,22.9,0.000,4.6
2.25,0.000,0,24,0.000,8
2.08,0.000,0,21.5,0.000,9
3.08,0.000,0,23.2,0.000,8.5
5.09,0.000,5.8,23.3,0.000,7.5
5.41,0.000,0,20,0.000,14
7.79,0.000,2.9,19.5,0.000,10.5
11.83,0.000,4.5,18,0.000,4.5
7.54,0.000,3.6,17.9,0.000,6.5
15.63,0.000,0,21.7,0.000,10.5
3.83,0.000,4.9,17,0.000,6.5
2.83,0.000,0,17.8,0.000,2.9
3.21,0.000,0,19.9,0.000,1.9
3.42,0.000,0,21.5,0.000,3
2.42,0.000,0,24,0.000,8.3
2.54,0.000,0,23.5,0.000,8
4.21,0.000,0,24.2,0.000,8
5.83,0.000,0,18.1,0.000,4.3
3.17,0.000,3.3,17.3,0.000,0
7.17,0.000,0.4,16.2,0.000,11
7.71,0.000,0,16.9,0.000,11
2.25,0.000,0,20,0.000,12
1.38,0.000,0,19.8,0.000,6
0.71,0.000,0.2,20.7,0.000,6.5
3.21,0.000,0.7,23.4,0.000,12
5.75,0.000,4.5,16.1,0.000,9.2
10.41,0.000,0.3,17.2,0.000,5.1
15.41,0.000,0.7,21.4,0.000,9.6
11.96,0.000,0,18.3,0.000,11.1
3.71,0.000,3.7,21.9,0.000,5
6.13,1.000,0,23,0.000,7
2.83,1.000,0,20.2,0.000,0
5.63,0.000,0,23,0.000,0
4.92,0.000,0,22.3,0.000,0
1.83,0.000,0,19.2,0.000,0
2.04,0.000,0,21.2,0.000,0
6.79,0.000,0,16.5,0.000,0
4.88,0.000,0,18.5,0.000,0
4.04,0.000,0,18.7,0.000,0
10.17,0.000,0,16,0.000,0
5,0.000,0,18.8,0.000,6.5
6.79,0.000,1,18.5,0.000,8.5
8.42,0.000,0,18.8,0.000,10.6
6.29,0.000,0,16.2,0.000,7.4
2.96,0.000,0.2,16.2,0.000,3.1
9.17,0.000,1.9,15.9,0.000,4.5
11.71,0.000,0.3,13.5,0.000,4.2
6.25,0.000,0.3,15,0.000,4.3
5.66,0.000,3,15.7,0.000,-2.9
8.12,0.000,0.1,15.4,0.000,8.2
14.75,0.000,6,16.2,0.000,2
16.42,0.000,0.7,12.7,0.000,6.2
13.5,0.000,1.3,13.7,0.000,7
10.17,0.000,0,13.1,0.000,3.8
6.21,0.000,0,14.3,0.000,3.1
3.58,0.000,0,16.6,0.000,10
7.17,0.000,0,16,0.000,12.5
3.88,0.000,0.4,15.8,0.000,10
6.38,0.000,2,15,0.000,5
4.25,0.250,1.2,15.1,0.000,7.8
3,0.000,0.2,15.7,0.000,5.5
7.17,0.000,5.8,16.4,0.000,8.4
9.92,0.000,0,10.5,0.000,3.5
12.62,0.000,2,10.9,0.000,6
9.42,0.000,3.4,10.8,0.000,7.5
2.58,0.000,2.6,9.5,0.000,6.7
10.25,0.250,2,9.8,0.000,6.9
10.21,1.000,0,10.4,0.000,4.2
7.96,1.000,0,9.3,0.000,-3
10.46,0.000,4.4,12.2,0.000,-1
13.37,0.000,4,13.3,0.000,5
12.17,0.000,0.4,14.7,0.000,4.1
6.54,0.000,0.5,12.9,0.000,2.6
7.12,0.000,0,13.9,0.000,0
3.88,0.000,0,13.4,0.000,-0.6
4.5,0.000,0,14.6,0.000,4.6
1.79,0.000,0,14.8,0.000,8.5
3.58,0.000,0,15,0.000,5.2
3.79,0.250,1,16.2,0.000,1.6
3.21,1.000,0,11.3,0.000,4
1.58,0.000,0,12,0.000,-3
2.62,1.000,0,12.5,0.333,-4.2
8.87,0.000,0.2,12.4,0.000,-0.3
5.17,0.000,0.3,14.2,0.000,9.1
4.54,0.000,0.8,15.4,0.000,0.3
6.5,0.000,4.4,15.9,0.000,11.5
10.41,0.000,0,7,0.000,-0.4
6.08,0.000,0,9.5,0.000,-1.5
10.46,0.000,0.7,13.8,0.000,-1.1
16.66,0.000,0,14.6,0.000,9.5
8.83,0.000,0,10.1,0.000,7
9,0.000,1.2,11.9,0.000,-1.1
20.75,0.000,2.1,13.9,0.000,0.5
12.87,1.000,0,10.3,0.000,5
7.87,1.000,0,8.4,0.000,2
6.21,1.000,0,7,0.000,0.3
2.75,1.000,0,11.5,0.333,-8
10.04,0.000,0.5,12.9,0.333,3.9
4.33,0.000,0,8,0.000,0.5
0.63,0.000,0,9.4,0.333,-7.2
0,0.000,0,9.3,0.333,-5
3.29,0.000,0.1,10.7,0.000,-1
8.38,0.000,0,12,0.000,8.5
13.04,0.000,2,12,0.000,8
4.67,1.000,0,7,0.000,-0.5
7.62,1.000,0,3.4,0.333,-5
2.33,0.000,4.8,4.4,0.000,-2
4.79,1.000,0,5.4,0.000,2
9.13,1.000,0,5.6,0.000,1.6
7.46,0.000,0.3,8,0.333,-7.6
14.21,0.000,0,10.9,0.333,2.6
14.09,0.000,0,11.4,0.000,5.9
9.62,0.000,0.1,10.2,0.000,2.4
11.92,0.000,4.8,12.2,0.000,3
12.33,0.000,0,6,0.000,-1
8.96,0.000,0.2,9.7,0.333,-8.2
15.92,0.000,0.9,11.3,0.333,2
10.88,1.000,0,7.6,0.000,-1
18.88,0.000,1.7,9.7,0.000,0.3
19.25,0.000,0.4,10.9,0.000,5.4
14.29,0.000,0.1,7.9,0.000,5
14.33,0.000,1.8,10,0.333,-5.5
16.79,0.000,0,5.7,0.000,2
11.96,0.000,0,5.2,0.000,-1.1
7.41,0.000,3.5,8.1,0.333,-6
18.25,0.000,4.6,8.8,0.333,5.5
4.88,0.000,2.2,7.5,0.000,4.1
3.21,0.000,2.4,6,0.000,-3.6
3.92,0.000,0,8.1,0.000,-0.6
11.17,0.000,0.2,11,0.000,0.9
11.96,1.000,0,11.8,0.000,6.2
10.96,0.000,1,12.3,0.000,7.9
9.13,0.000,2.2,11.4,0.333,-5
8.71,0.000,0,5.7,0.000,-0.5
3.83,0.000,0.1,7.9,0.333,-6
9.54,0.000,0.1,9.8,0.000,-3
15.34,0.000,0.5,7.5,0.000,4.6
15,0.000,2.6,10,0.000,4.6
12.62,0.000,1.2,10,0.000,5.4
9.04,0.000,3.4,9.7,0.000,-1
11.46,0.000,0.8,10.3,0.000,1
7.29,0.000,1.2,7.9,0.333,-5.4
16.92,0.000,5,12.7,0.333,-5
20.25,0.000,4.4,13.3,0.000,1.5
20.83,0.000,3.1,8.2,0.000,3.6
13.92,0.000,1.1,11.4,0.000,2.1
13.67,0.000,1.3,12.9,0.000,1
16.96,0.000,3.8,8.9,0.000,0.4
19,0.000,0,11,0.000,0.4
20.62,0.000,0,11.3,0.000,8.5
15.46,0.000,0,10.8,0.000,8
7.25,0.000,0,11.4,0.333,-5.3
5.75,1.000,0,10.2,0.000,-4.6
8.71,0.000,0.5,11.5,0.000,5.1
15.54,0.000,0,9.8,0.000,4.5
12.04,1.000,0,10,0.000,2
13.83,0.000,1.2,11.4,0.000,3
15.46,0.000,0.9,10,0.000,2.7
20.41,0.000,0,6.9,0.000,2.5
15.46,0.000,2.8,10.7,0.000,-2
10,0.000,4.1,10.7,0.000,4.5
15.92,0.000,3,11,0.000,3.5
15.09,0.000,0.4,8,0.000,-0.4
10.29,0.000,5,7.4,0.000,0
9.5,0.000,0.1,9,0.000,2
8.25,0.000,2.2,6.2,0.333,-8.9
12.21,0.000,0,4.5,0.333,-4
6.83,0.000,5.1,9.7,0.000,-3
13.62,0.000,2.1,12.2,0.000,3
14.17,0.000,2.5,11.3,0.000,5.6
19.79,0.000,3.5,12.1,0.000,4.5
8.92,0.000,4.5,8,0.000,0.5
7.71,1.000,0,5.6,0.000,-4
11.96,0.000,3.1,10.9,0.333,-8.5
11.83,0.000,4.5,9.8,0.000,2.6
15.92,0.000,0.4,8.8,0.000,4.4
7.08,0.000,0.1,8.6,0.000,-2.3
3.58,0.000,0.1,7.1,0.333,-6.2
3.37,1.000,0,7.1,0.000,1.8
10.88,0.000,0.2,9.6,0.000,5.2
11.96,0.000,1,10.6,0.000,4
12.71,0.000,0.8,8.9,0.000,1.4
7,0.000,0.2,10.4,0.000,-1.2
2.13,0.000,0.6,8.2,0.000,4.5
4.63,0.000,0,11,0.000,1.6
2.29,0.000,0,10.5,0.000,5
3.79,0.000,0,8,0.000,-1
12.12,0.000,0.4,7,0.000,0.4
12.04,0.000,0,7.5,0.000,-1.7
7.83,0.000,0,5.4,0.333,-7.5
9.83,1.000,0,7.5,0.333,-6
9.33,0.000,3.7,5,0.000,-3.8
3.83,1.000,0,7.2,0.333,-5.6
12.54,0.000,5,12.4,0.000,-6.5
9.17,0.000,0,13.7,0.000,4
9.13,1.000,0,8.4,0.000,-3
11.46,1.000,0,5.1,0.000,-3.5
12.79,0.000,1.6,6,0.000,1.9
11.38,0.000,0,6,0.000,2.4
5.25,0.000,0.4,6.4,0.000,-3
4.04,0.000,0,8.5,0.000,1
7.38,0.000,0.3,9,0.333,-8.6
14.04,0.000,2.7,12,0.000,4
18.96,0.000,0.3,12.1,0.000,5.4
15.75,0.000,4.7,11.5,0.000,3
11.29,0.000,0,9.3,0.000,1
8.12,0.000,1.7,11.1,0.000,-1
4.92,0.000,0,11,0.000,-1.6
4.38,0.000,0,11.6,0.333,-4
6.71,0.000,0,12,0.000,-2.5
13.7,0.000,0,9.5,0.000,4
15,0.000,0,7,0.000,4.5
4.83,0.000,0,8.8,0.000,4.1
2.88,0.000,0,11,0.000,5
2.42,0.000,0,7.5,0.000,-1.4
4.33,0.000,0,8.5,0.000,5.1
2.33,0.000,0,10.9,0.000,-2.4
2.21,0.000,0,11.3,0.000,-3
6.25,0.000,0,14.2,0.000,-0.5
8.38,0.000,1.6,11,0.000,2.5
9.17,1.000,0,11.9,0.000,5.6
4.75,0.000,0,15.4,0.000,2
4.25,0.000,0,13.4,0.000,-0.5
6.87,0.000,0,11.6,0.000,-2.1
5.17,0.000,0,13.2,0.000,0.3
5.09,0.000,0,13.8,0.000,-2
3.92,0.000,0,12.5,0.000,-1
11.92,0.000,0,12,0.000,2.2
8,0.000,0,8,0.000,3.2
6.75,0.000,0,10,0.000,-1.5
1.83,0.000,0,14,0.333,-6.5
2.96,1.000,0,14.9,0.000,-4.8
2.75,0.000,0,10.9,0.000,-1.8
2.25,0.000,0,12.8,0.000,-6
2.96,0.000,0,10.5,0.000,-6
1.33,0.000,0,10.5,0.000,2.7
3.29,0.000,0,11.6,0.000,-5.5
2.21,0.000,0,13.5,0.000,-6
3.33,0.000,0,13.8,0.000,-3
3.29,0.000,0,13,0.000,-4
4.79,0.000,0,11.5,0.000,-4
7.62,0.000,0,10.2,0.000,1
9.5,0.000,0.2,9.3,0.000,-2.5
11.75,0.000,0.3,10,0.000,-0.6
4.33,1.000,0,10.4,0.000,2
13.7,0.000,0.8,10.6,0.000,2.5
8.71,0.250,0.9,10.6,0.000,-2
12.92,1.000,0,9.2,0.000,-0.1
10.29,1.000,0,11.4,0.000,2
5.91,1.000,0,12,0.000,-4.5
6.58,0.000,0.4,13.3,0.000,-6.2
13,0.000,2.9,12.5,0.000,2.5
13.54,0.000,1.3,11.4,0.000,-2.5
5.58,0.000,1,14.1,0.000,0
12.92,0.000,0.7,15,0.000,6.3
9.13,1.000,0,16.6,0.000,-0.2
10.79,1.000,0,17.4,0.000,7
7.54,0.000,2.2,13,0.000,7.9
2.67,0.000,3.9,15,0.000,8.5
5.91,0.000,0,17.8,0.000,0.8
9.96,0.000,0.1,18.5,0.000,8.1
8.58,0.000,1,18,0.000,7.1
14.62,0.000,4.3,14.8,0.000,5.4
14.92,1.000,0,14.3,0.000,5.9
11.38,0.000,0,14.6,0.000,5.6
1.58,0.000,0,15.1,0.000,5.5
2.37,1.000,0,14.6,0.000,2
6.17,1.000,0,16.6,0.000,7.6
12.58,0.000,0.1,15.6,0.000,7
6.46,0.000,0,14.1,0.000,-1.8
6.71,0.000,1.6,14,0.000,-1.2
6.04,1.000,0,17,0.000,7
9.33,1.000,0,18.2,0.000,12
12.04,0.000,0,16.6,0.000,8
9.21,0.000,0,15.2,0.000,2.1
5.63,0.000,2.4,14.1,0.000,7
11.75,0.000,4.1,15.6,0.000,6.5
17.5,0.000,1.3,13.5,0.000,2.5
10.21,0.000,0.1,15,0.000,2.2
11.38,0.000,0,15.5,0.000,0.5
14.12,0.000,0,21.2,0.000,4.6
3.42,0.000,0,17.3,0.000,9.5
5.33,0.000,0,18.4,0.000,2
4.25,0.000,0,19.1,0.000,0.5
3.29,0.000,0,18.8,0.000,6
6.17,0.000,1.2,16,0.000,9.8
7.46,0.000,0.3,15,0.000,9.7
5.75,0.000,0.2,18,0.000,10
7.38,0.000,0,19.4,0.000,8.2
6.08,0.000,0,23.2,0.000,6.5
11.54,0.000,0,17.5,0.000,8.5
8.5,0.000,0,17.3,0.000,8.6
6.87,0.000,0,17.6,0.000,8.9
8.42,0.000,0,15.9,0.000,6.6
11.38,0.000,0,14.9,0.000,7.2
10.29,0.000,0,14.9,0.000,8.9
4.17,0.000,0,15.6,0.000,7
3.17,0.000,0.9,16.8,0.000,4.2
5.25,0.000,3.2,19.4,0.000,3.6
12.96,0.000,1.9,18.9,0.000,7.4
12.42,0.000,0.1,18.1,0.000,10
7.41,1.000,0,18.6,0.000,4.9
7,1.000,0,20.7,0.000,10.8
7.96,0.000,0.3,20.7,0.000,11.5
11.54,0.000,0.3,21.3,0.000,10.2
10.67,0.000,1.1,19.7,0.000,6.2
8.5,0.000,1.6,19.2,0.000,5.8
12.5,0.000,4.2,19.5,0.000,8.8
11.17,0.000,0,16.5,0.000,9
7.12,0.000,0.2,18.3,0.000,4.8
7.5,0.000,0,20,0.000,3.5
13.17,0.000,0,20.6,0.000,9.5
11.71,0.000,0,21.5,0.000,11.2
16.29,0.000,0,22.2,0.000,7.7
17.29,0.000,0.8,19.6,0.000,11.5
10.08,0.000,0,17.6,0.000,4
8.58,1.000,0,18.3,0.000,6
7.87,0.000,1,18.1,0.000,1.9
6.79,0.000,0.1,17.8,0.000,6.1
10.63,0.000,0.2,18.7,0.000,11
11.29,0.000,0,18.8,0.000,11.1
5.96,0.000,0,18,0.000,5
6.83,0.000,0,17.8,0.000,2.5
2.5,0.000,0,18,0.000,5
3.79,0.000,0,18.3,0.000,2
4.17,0.000,1.6,21.5,0.000,1.5
5.29,0.000,1.3,19.5,0.000,10.1
7.12,0.000,1.7,20.2,0.000,9.5
5.71,0.000,0.2,18.6,0.000,10.1
7.62,0.000,3.6,16.6,0.000,7.4
11.38,0.000,0.6,19.1,0.000,6.3
7,0.000,2.7,18.2,0.000,3.5
10.63,1.000,0,19,0.000,8.8
4.79,0.000,0.2,17.5,0.000,7
10.25,0.000,0.2,21,0.000,3.6
14.25,0.000,0,22.1,0.000,9.4
10.96,0.000,1.1,19.4,0.000,9.5
5.88,0.000,1.2,18.5,0.000,3.5
5.46,1.000,0,17.5,0.000,5
4.54,0.000,0,18,0.000,-0.1
8.87,0.000,0,20.4,0.000,6.6
7.83,0.000,0,19.2,0.000,11
4.92,0.000,1.2,17.9,0.000,10.9
9.59,0.000,0.4,22.4,0.000,7.7
10.04,0.000,2.1,20.6,0.000,11
10.54,0.000,1.6,19.2,0.000,11.1
8.5,0.000,0.4,17.5,0.000,0.4
7.71,0.000,1.4,17,0.000,6.3
7.46,0.000,0,17.5,0.000,9.5
7.46,0.000,0,16.4,0.000,6
3.33,0.000,5.3,14.2,0.000,8
10.54,0.000,0.2,17.6,0.000,6
12.79,0.000,2.1,15.8,0.000,7.2
8.04,0.000,2.5,15.6,0.000,4.4
16.21,0.000,4.3,14.4,0.000,7.9
10.88,0.000,1.2,17,0.000,5
6.92,0.000,0.7,18,0.000,4
8,0.000,0.8,18,0.000,4.4
9.42,0.000,1.5,16,0.000,9.2
10.37,0.000,0.3,17.7,0.000,10.8
5.46,0.000,4.8,15,0.000,0.6
2.79,0.000,0.1,16.8,0.000,9
6.13,0.000,1,17.7,0.000,2
7.67,1.000,0,15.3,0.000,6.4
4.58,1.000,0,15.7,0.000,-5.5
9.5,1.000,0,16.4,0.000,2.5
9.67,0.000,0.4,15.2,0.000,1
13.37,0.000,1.5,14.2,0.000,0
12.21,0.000,2.9,16.6,0.000,1.6
10.25,0.000,2.2,12.5,0.000,3
13,0.000,0.2,12.8,0.000,2.1
8.04,0.000,0,10.9,0.000,-0.6
6.46,0.000,0.1,10.7,0.000,1.4
8.38,0.000,0.3,11,0.000,-3.7
7.83,1.000,0,11.5,0.000,-1.7
7.46,0.000,0.4,13.5,0.000,-5.5
6.79,0.000,3.3,11.3,0.000,-5.5
13.92,0.000,1.6,11.2,0.000,3
9.92,0.000,0.2,12.4,0.000,-0.5
10.17,0.000,0,12,0.000,-0.5
9.62,0.000,4,12.2,0.000,1.6
13.29,0.000,1,10.6,0.000,-3
12.67,0.000,0.8,12,0.000,-1
9.33,0.000,0,13.6,0.000,1.2
8.38,0.000,0.1,12.4,0.000,-3.5
10,0.000,0,12.5,0.000,-2.8
9.75,0.000,0.4,11,0.000,-2.5
8.33,0.000,0.3,11.2,0.000,-2.7
8.17,0.000,1.9,11.4,0.000,4.5
4,0.000,0.2,12.2,0.000,4.9
3.37,1.000,0,12.6,0.000,7
